cuenca|estacion|año|periodo|parametro|valor|val_eca1
SAMA|RArum1|2013|II|Estaño|0.0089|NA
SAMA|RPist1|2013|II|Estaño|0.0042|NA
SAMA|RSala2 (SAMA)|2013|II|Estaño|0.0042|NA
SAMA|RSala3 (SAMA)|2013|II|Estaño|0.0042|NA
SAMA|RSama2|2013|II|Estaño|0.0042|NA
SAMA|RSama3|2013|II|Estaño|0.0042|NA
SAMA|RSama5|2013|II|Estaño|0.0042|NA
SAMA|RTala1|2013|II|Estaño|0.0042|NA
SAMA|RTara1|2013|II|Estaño|0.0042|NA
SAMA|QKovi1|2013|II|Estroncio|0.1117|NA
SAMA|RArum1|2013|II|Estroncio|1.199|NA
SAMA|RPist1|2013|II|Estroncio|0.5367|NA
SAMA|RSala2 (SAMA)|2013|II|Estroncio|0.7922|NA
SAMA|RSala3 (SAMA)|2013|II|Estroncio|0.185|NA
SAMA|RSama2|2013|II|Estroncio|0.8482|NA
SAMA|RSama3|2013|II|Estroncio|0.9494|NA
SAMA|RSama5|2013|II|Estroncio|2.3408|NA
SAMA|RTala1|2013|II|Estroncio|0.9468|NA
SAMA|RTara1|2013|II|Estroncio|0.3675|NA
SAMA|QKovi1|2013|II|Galio|2.3e-4|NA
SAMA|RArum1|2013|II|Galio|5e-4|NA
SAMA|RPist1|2013|II|Galio|1.2e-4|NA
SAMA|RSala2 (SAMA)|2013|II|Galio|1.4e-4|NA
SAMA|RSala3 (SAMA)|2013|II|Galio|3.9e-4|NA
SAMA|RSama2|2013|II|Galio|1.5e-4|NA
SAMA|RSama3|2013|II|Galio|1.2e-4|NA
SAMA|RSama5|2013|II|Galio|1.2e-4|NA
SAMA|RTala1|2013|II|Galio|1.2e-4|NA
SAMA|RTara1|2013|II|Galio|1.2e-4|NA
SAMA|QKovi1|2013|II|Germanio|6e-4|NA
SAMA|RArum1|2013|II|Germanio|6e-4|NA
SAMA|RPist1|2013|II|Germanio|6e-4|NA
SAMA|RSala2 (SAMA)|2013|II|Germanio|0.0033|NA
SAMA|RSala3 (SAMA)|2013|II|Germanio|6e-4|NA
SAMA|RSama2|2013|II|Germanio|6e-4|NA
SAMA|RSama3|2013|II|Germanio|6e-4|NA
SAMA|RSama5|2013|II|Germanio|6e-4|NA
SAMA|RTala1|2013|II|Germanio|6e-4|NA
SAMA|RTara1|2013|II|Germanio|6e-4|NA
SAMA|QKovi1|2013|II|Hafnio|0.00134|NA
SAMA|RArum1|2013|II|Hafnio|0.00291|NA
SAMA|RPist1|2013|II|Hafnio|0.00308|NA
SAMA|RSala2 (SAMA)|2013|II|Hafnio|4.6e-4|NA
SAMA|RSala3 (SAMA)|2013|II|Hafnio|2e-4|NA
SAMA|RSama2|2013|II|Hafnio|0.00304|NA
SAMA|RSama3|2013|II|Hafnio|0.00168|NA
SAMA|RSama5|2013|II|Hafnio|0.00153|NA
SAMA|RTala1|2013|II|Hafnio|0.00152|NA
SAMA|RTara1|2013|II|Hafnio|1.5e-4|NA
SAMA|QKovi1|2013|II|Hierro|2.353|NA
SAMA|RArum1|2013|II|Hierro|7.864|5
SAMA|RPist1|2013|II|Hierro|0.36|5
SAMA|RSala2 (SAMA)|2013|II|Hierro|0.375|5
SAMA|RSala3 (SAMA)|2013|II|Hierro|1.401|5
SAMA|RSama2|2013|II|Hierro|1.876|5
SAMA|RSama3|2013|II|Hierro|1.116|5
SAMA|RSama5|2013|II|Hierro|0.181|5
SAMA|RTala1|2013|II|Hierro|2.391|5
SAMA|RTara1|2013|II|Hierro|0.359|5
SAMA|QKovi1|2013|II|Lantanio|0.0015|NA
SAMA|RArum1|2013|II|Lantanio|0.0053|NA
SAMA|RPist1|2013|II|Lantanio|0.0015|NA
SAMA|RSala2 (SAMA)|2013|II|Lantanio|0.0015|NA
SAMA|RSala3 (SAMA)|2013|II|Lantanio|0.0015|NA
SAMA|RSama2|2013|II|Lantanio|0.0015|NA
SAMA|RSama3|2013|II|Lantanio|0.0015|NA
SAMA|RSama5|2013|II|Lantanio|0.0015|NA
SAMA|RTala1|2013|II|Lantanio|0.0019|NA
SAMA|RTara1|2013|II|Lantanio|0.0015|NA
SAMA|QKovi1|2013|II|Litio|0.0266|NA
SAMA|RArum1|2013|II|Litio|0.0419|2.5
SAMA|RPist1|2013|II|Litio|0.1036|2.5
SAMA|RSala2 (SAMA)|2013|II|Litio|2.5827|2.5
SAMA|RSala3 (SAMA)|2013|II|Litio|0.2255|2.5
SAMA|RSama2|2013|II|Litio|0.727|2.5
SAMA|RSama3|2013|II|Litio|0.7862|2.5
SAMA|RSama5|2013|II|Litio|1.8329|2.5
SAMA|RTala1|2013|II|Litio|0.1302|2.5
SAMA|RTara1|2013|II|Litio|0.1662|2.5
SAMA|QKovi1|2013|II|Lutecio|6e-5|NA
SAMA|RArum1|2013|II|Lutecio|9e-5|NA
SAMA|RPist1|2013|II|Lutecio|6e-5|NA
SAMA|RSala2 (SAMA)|2013|II|Lutecio|6e-5|NA
SAMA|RSala3 (SAMA)|2013|II|Lutecio|6e-5|NA
SAMA|RSama2|2013|II|Lutecio|6e-5|NA
SAMA|RSama3|2013|II|Lutecio|6e-5|NA
SAMA|RSama5|2013|II|Lutecio|6e-5|NA
SAMA|RTala1|2013|II|Lutecio|6e-5|NA
SAMA|RTara1|2013|II|Lutecio|6e-5|NA
SAMA|QKovi1|2013|II|Magnesio|6.458|NA
SAMA|RArum1|2013|II|Magnesio|39.044|NA
SAMA|RPist1|2013|II|Magnesio|15.374|NA
SAMA|RSala2 (SAMA)|2013|II|Magnesio|21.193|NA
SAMA|RSala3 (SAMA)|2013|II|Magnesio|13.193|NA
SAMA|RSama2|2013|II|Magnesio|26.856|NA
SAMA|RSama3|2013|II|Magnesio|29.444|NA
SAMA|RSama5|2013|II|Magnesio|80.471|NA
SAMA|RTala1|2013|II|Magnesio|27.466|NA
SAMA|RTara1|2013|II|Magnesio|10.891|NA
SAMA|QKovi1|2013|II|Manganeso|0.2046|NA
SAMA|RArum1|2013|II|Manganeso|0.7468|0.2
SAMA|RPist1|2013|II|Manganeso|0.0332|0.2
SAMA|RSala2 (SAMA)|2013|II|Manganeso|0.45|0.2
SAMA|RSala3 (SAMA)|2013|II|Manganeso|0.0988|0.2
SAMA|RSama2|2013|II|Manganeso|0.3758|0.2
SAMA|RSama3|2013|II|Manganeso|0.2089|0.2
SAMA|RSama5|2013|II|Manganeso|0.2198|0.2
SAMA|RTala1|2013|II|Manganeso|0.2997|0.2
SAMA|RTara1|2013|II|Manganeso|0.2166|0.2
SAMA|QKovi1|2013|II|Mercurio|1e-4|1e-4
SAMA|RArum1|2013|II|Mercurio|1e-4|0.001
SAMA|RPist1|2013|II|Mercurio|1e-4|0.001
SAMA|RSala2 (SAMA)|2013|II|Mercurio|1e-4|0.001
SAMA|RSala3 (SAMA)|2013|II|Mercurio|1e-4|0.001
SAMA|RSama2|2013|II|Mercurio|1e-4|0.001
SAMA|RSama3|2013|II|Mercurio|1e-4|0.001
SAMA|RSama5|2013|II|Mercurio|1e-4|0.001
SAMA|RTala1|2013|II|Mercurio|1e-4|0.001
SAMA|RTara1|2013|II|Mercurio|1e-4|0.001
SAMA|QKovi1|2013|II|Molibdeno|4.4e-4|NA
SAMA|RArum1|2013|II|Molibdeno|4.4e-4|NA
SAMA|RPist1|2013|II|Molibdeno|8.5e-4|NA
SAMA|RSala2 (SAMA)|2013|II|Molibdeno|0.00289|NA
SAMA|RSala3 (SAMA)|2013|II|Molibdeno|4.4e-4|NA
SAMA|RSama2|2013|II|Molibdeno|7.3e-4|NA
SAMA|RSama3|2013|II|Molibdeno|9.6e-4|NA
SAMA|RSama5|2013|II|Molibdeno|0.00399|NA
SAMA|RTala1|2013|II|Molibdeno|0.00133|NA
SAMA|RTara1|2013|II|Molibdeno|7.5e-4|NA
SAMA|QKovi1|2013|II|Niobio|0.0015|NA
SAMA|RArum1|2013|II|Niobio|0.0015|NA
SAMA|RPist1|2013|II|Niobio|0.0015|NA
SAMA|RSala2 (SAMA)|2013|II|Niobio|0.0015|NA
SAMA|RSala3 (SAMA)|2013|II|Niobio|0.0015|NA
SAMA|RSama2|2013|II|Niobio|0.0015|NA
SAMA|RSama3|2013|II|Niobio|0.0015|NA
SAMA|RSama5|2013|II|Niobio|0.0015|NA
SAMA|RTala1|2013|II|Niobio|0.0015|NA
SAMA|RTara1|2013|II|Niobio|0.0015|NA
SAMA|QKovi1|2013|II|Niquel|0.004|0.052
SAMA|RArum1|2013|II|Niquel|0.043|0.2
SAMA|RPist1|2013|II|Niquel|0.003|0.2
SAMA|RSala2 (SAMA)|2013|II|Niquel|0.003|0.2
SAMA|RSala3 (SAMA)|2013|II|Niquel|0.003|0.2
SAMA|RSama2|2013|II|Niquel|0.009|0.2
SAMA|RSama3|2013|II|Niquel|0.007|0.2
SAMA|RSama5|2013|II|Niquel|0.003|0.2
SAMA|RTala1|2013|II|Niquel|0.014|0.2
SAMA|RTara1|2013|II|Niquel|0.011|0.2
SAMA|QKovi1|2013|II|Plata|6e-4|NA
SAMA|RArum1|2013|II|Plata|6e-4|NA
SAMA|RPist1|2013|II|Plata|6e-4|NA
SAMA|RSala2 (SAMA)|2013|II|Plata|6e-4|NA
SAMA|RSala3 (SAMA)|2013|II|Plata|6e-4|NA
SAMA|RSama2|2013|II|Plata|6e-4|NA
SAMA|RSama3|2013|II|Plata|6e-4|NA
SAMA|RSama5|2013|II|Plata|6e-4|NA
SAMA|RTala1|2013|II|Plata|6e-4|NA
SAMA|RTara1|2013|II|Plata|6e-4|NA
SAMA|QKovi1|2013|II|Plomo|0.0014|0.0025
SAMA|RArum1|2013|II|Plomo|0.001|0.05
SAMA|RPist1|2013|II|Plomo|0.001|0.05
SAMA|RSala2 (SAMA)|2013|II|Plomo|0.001|0.05
SAMA|RSala3 (SAMA)|2013|II|Plomo|0.0026|0.05
SAMA|RSama2|2013|II|Plomo|0.001|0.05
SAMA|RSama3|2013|II|Plomo|0.001|0.05
SAMA|RSama5|2013|II|Plomo|0.001|0.05
SAMA|RTala1|2013|II|Plomo|0.001|0.05
SAMA|RTara1|2013|II|Plomo|0.001|0.05
SAMA|QKovi1|2013|II|Potasio|8.4|NA
SAMA|RArum1|2013|II|Potasio|4.8|NA
SAMA|RPist1|2013|II|Potasio|3.8|NA
SAMA|RSala2 (SAMA)|2013|II|Potasio|39.7|NA
SAMA|RSala3 (SAMA)|2013|II|Potasio|10.4|NA
SAMA|RSama2|2013|II|Potasio|16.9|NA
SAMA|RSama3|2013|II|Potasio|17.8|NA
SAMA|RSama5|2013|II|Potasio|35.7|NA
SAMA|RTala1|2013|II|Potasio|3.6|NA
SAMA|RTara1|2013|II|Potasio|3.4|NA
SAMA|QKovi1|2013|II|Rubidio|0.0161|NA
SAMA|RArum1|2013|II|Rubidio|0.0082|NA
SAMA|RPist1|2013|II|Rubidio|0.0078|NA
SAMA|RSala2 (SAMA)|2013|II|Rubidio|0.2964|NA
SAMA|RSala3 (SAMA)|2013|II|Rubidio|0.0297|NA
SAMA|RSama2|2013|II|Rubidio|0.1054|NA
SAMA|RSama3|2013|II|Rubidio|0.1021|NA
SAMA|RSama5|2013|II|Rubidio|0.1376|NA
SAMA|RTala1|2013|II|Rubidio|0.0077|NA
SAMA|RTara1|2013|II|Rubidio|0.0192|NA
SAMA|QKovi1|2013|II|Selenio|0.005|0.005
SAMA|RArum1|2013|II|Selenio|0.005|0.02
SAMA|RPist1|2013|II|Selenio|0.005|0.02
SAMA|RSala2 (SAMA)|2013|II|Selenio|0.005|0.02
SAMA|RSala3 (SAMA)|2013|II|Selenio|0.005|0.02
SAMA|RSama2|2013|II|Selenio|0.005|0.02
SAMA|RSama3|2013|II|Selenio|0.005|0.02
SAMA|RSama5|2013|II|Selenio|0.005|0.02
SAMA|RTala1|2013|II|Selenio|0.005|0.02
SAMA|RTara1|2013|II|Selenio|0.005|0.02
SAMA|QKovi1|2013|II|Silicio|40.1|NA
SAMA|RArum1|2013|II|Silicio|31.51|NA
SAMA|RPist1|2013|II|Silicio|23.75|NA
SAMA|RSala2 (SAMA)|2013|II|Silicio|55.49|NA
SAMA|RSala3 (SAMA)|2013|II|Silicio|38.69|NA
SAMA|RSama2|2013|II|Silicio|37.32|NA
SAMA|RSama3|2013|II|Silicio|31.76|NA
SAMA|RSama5|2013|II|Silicio|27.11|NA
SAMA|RTala1|2013|II|Silicio|22.39|NA
SAMA|RTara1|2013|II|Silicio|21.85|NA
SAMA|QKovi1|2013|II|Sodio|24.11|NA
SAMA|RArum1|2013|II|Sodio|39.51|NA
SAMA|RPist1|2013|II|Sodio|45.06|NA
SAMA|RSala2 (SAMA)|2013|II|Sodio|436.64|NA
SAMA|RSala3 (SAMA)|2013|II|Sodio|61.42|NA
SAMA|RSama2|2013|II|Sodio|193.99|NA
SAMA|RSama3|2013|II|Sodio|211.52|NA
SAMA|RSama5|2013|II|Sodio|634.91|NA
SAMA|RTala1|2013|II|Sodio|49.09|NA
SAMA|RTara1|2013|II|Sodio|33.25|NA
SAMA|QKovi1|2013|II|Talio|9e-5|8e-4
SAMA|RArum1|2013|II|Talio|1.6e-4|NA
SAMA|RPist1|2013|II|Talio|9e-5|NA
SAMA|RSala2 (SAMA)|2013|II|Talio|9e-5|NA
SAMA|RSala3 (SAMA)|2013|II|Talio|9e-5|NA
SAMA|RSama2|2013|II|Talio|9e-5|NA
SAMA|RSama3|2013|II|Talio|9e-5|NA
SAMA|RSama5|2013|II|Talio|9e-5|NA
SAMA|RTala1|2013|II|Talio|9e-5|NA
SAMA|RTara1|2013|II|Talio|9e-5|NA
SAMA|QKovi1|2013|II|Tantalio|0.0021|NA
SAMA|RArum1|2013|II|Tantalio|0.0021|NA
SAMA|RPist1|2013|II|Tantalio|0.0021|NA
SAMA|RSala2 (SAMA)|2013|II|Tantalio|0.0021|NA
SAMA|RSala3 (SAMA)|2013|II|Tantalio|0.0021|NA
SAMA|RSama2|2013|II|Tantalio|0.0021|NA
SAMA|RSama3|2013|II|Tantalio|0.0021|NA
SAMA|RSama5|2013|II|Tantalio|0.0021|NA
SAMA|RTala1|2013|II|Tantalio|0.0021|NA
SAMA|RTara1|2013|II|Tantalio|0.0021|NA
SAMA|QKovi1|2013|II|Teluro|0.003|NA
SAMA|RArum1|2013|II|Teluro|0.003|NA
SAMA|RPist1|2013|II|Teluro|0.003|NA
SAMA|RSala2 (SAMA)|2013|II|Teluro|0.003|NA
SAMA|RSala3 (SAMA)|2013|II|Teluro|0.003|NA
SAMA|RSama2|2013|II|Teluro|0.003|NA
SAMA|RSama3|2013|II|Teluro|0.003|NA
SAMA|RSama5|2013|II|Teluro|0.003|NA
SAMA|RTala1|2013|II|Teluro|0.003|NA
SAMA|RTara1|2013|II|Teluro|0.003|NA
SAMA|QKovi1|2013|II|Titanio|0.03|NA
SAMA|RArum1|2013|II|Titanio|0.03|NA
SAMA|RPist1|2013|II|Titanio|0.03|NA
SAMA|RSala2 (SAMA)|2013|II|Titanio|0.03|NA
SAMA|RSala3 (SAMA)|2013|II|Titanio|0.03|NA
SAMA|RSama2|2013|II|Titanio|0.03|NA
SAMA|RSama3|2013|II|Titanio|0.03|NA
SAMA|RSama5|2013|II|Titanio|0.03|NA
SAMA|RTala1|2013|II|Titanio|0.03|NA
SAMA|RTara1|2013|II|Titanio|0.03|NA
SAMA|QKovi1|2013|II|Torio|0.0019|NA
SAMA|RArum1|2013|II|Torio|0.0069|NA
SAMA|RPist1|2013|II|Torio|0.00272|NA
SAMA|RSala2 (SAMA)|2013|II|Torio|1.9e-4|NA
SAMA|RSala3 (SAMA)|2013|II|Torio|2.6e-4|NA
SAMA|RSama2|2013|II|Torio|0.00852|NA
SAMA|RSama3|2013|II|Torio|7.9e-4|NA
SAMA|RSama5|2013|II|Torio|7.3e-4|NA
SAMA|RTala1|2013|II|Torio|4.6e-4|NA
SAMA|RTara1|2013|II|Torio|1.9e-4|NA
SAMA|QKovi1|2013|II|Uranio|1.2e-4|NA
SAMA|RArum1|2013|II|Uranio|3.4e-4|NA
SAMA|RPist1|2013|II|Uranio|8.3e-4|NA
SAMA|RSala2 (SAMA)|2013|II|Uranio|6.6e-4|NA
SAMA|RSala3 (SAMA)|2013|II|Uranio|1.2e-4|NA
SAMA|RSama2|2013|II|Uranio|5.8e-4|NA
SAMA|RSama3|2013|II|Uranio|5.5e-4|NA
SAMA|RSama5|2013|II|Uranio|0.0034|NA
SAMA|RTala1|2013|II|Uranio|6.6e-4|NA
SAMA|RTara1|2013|II|Uranio|2.1e-4|NA
SAMA|QKovi1|2013|II|Vanadio|0.006|NA
SAMA|RArum1|2013|II|Vanadio|0.006|NA
SAMA|RPist1|2013|II|Vanadio|0.006|NA
SAMA|RSala2 (SAMA)|2013|II|Vanadio|0.006|NA
SAMA|RSala3 (SAMA)|2013|II|Vanadio|0.008|NA
SAMA|RSama2|2013|II|Vanadio|0.006|NA
SAMA|RSama3|2013|II|Vanadio|0.006|NA
SAMA|RSama5|2013|II|Vanadio|0.006|NA
SAMA|RTala1|2013|II|Vanadio|0.006|NA
SAMA|RTara1|2013|II|Vanadio|0.006|NA
SAMA|QKovi1|2013|II|Wolframio|6e-4|NA
SAMA|RArum1|2013|II|Wolframio|6e-4|NA
SAMA|RPist1|2013|II|Wolframio|6e-4|NA
SAMA|RSala2 (SAMA)|2013|II|Wolframio|0.0023|NA
SAMA|RSala3 (SAMA)|2013|II|Wolframio|6e-4|NA
SAMA|RSama2|2013|II|Wolframio|6e-4|NA
SAMA|RSama3|2013|II|Wolframio|6e-4|NA
SAMA|RSama5|2013|II|Wolframio|6e-4|NA
SAMA|RTala1|2013|II|Wolframio|6e-4|NA
SAMA|RTara1|2013|II|Wolframio|6e-4|NA
SAMA|QKovi1|2013|II|Yterbio|6e-5|NA
SAMA|RArum1|2013|II|Yterbio|7.4e-4|NA
SAMA|RPist1|2013|II|Yterbio|6e-5|NA
SAMA|RSala2 (SAMA)|2013|II|Yterbio|6e-5|NA
SAMA|RSala3 (SAMA)|2013|II|Yterbio|6e-5|NA
SAMA|RSama2|2013|II|Yterbio|1.5e-4|NA
SAMA|RSama3|2013|II|Yterbio|1e-4|NA
SAMA|RSama5|2013|II|Yterbio|6e-5|NA
SAMA|RTala1|2013|II|Yterbio|2.4e-4|NA
SAMA|RTara1|2013|II|Yterbio|1.2e-4|NA
SAMA|QKovi1|2013|II|Zinc|0.034|0.12
SAMA|RArum1|2013|II|Zinc|0.111|2
SAMA|RPist1|2013|II|Zinc|0.003|2
SAMA|RSala2 (SAMA)|2013|II|Zinc|0.003|2
SAMA|RSala3 (SAMA)|2013|II|Zinc|0.015|2
SAMA|RSama2|2013|II|Zinc|0.023|2
SAMA|RSama3|2013|II|Zinc|0.013|2
SAMA|RSama5|2013|II|Zinc|0.026|2
SAMA|RTala1|2013|II|Zinc|0.035|2
SAMA|RTara1|2013|II|Zinc|0.039|2
SAMA|QKovi1|2013|II|Zirconio|0.00203|NA
SAMA|RArum1|2013|II|Zirconio|0.00225|NA
SAMA|RPist1|2013|II|Zirconio|0.00261|NA
SAMA|RSala2 (SAMA)|2013|II|Zirconio|0.00123|NA
SAMA|RSala3 (SAMA)|2013|II|Zirconio|0.0012|NA
SAMA|RSama2|2013|II|Zirconio|0.00308|NA
SAMA|RSama3|2013|II|Zirconio|0.00175|NA
SAMA|RSama5|2013|II|Zirconio|0.00187|NA
SAMA|RTala1|2013|II|Zirconio|0.00202|NA
SAMA|RTara1|2013|II|Zirconio|4.5e-4|NA
SAMA|QKovi1|2013|II|Coliformes Termotolerantes|1.8|2000
SAMA|RArum1|2013|II|Coliformes Termotolerantes|4|1000
SAMA|RPist1|2013|II|Coliformes Termotolerantes|170|1000
SAMA|RSala2 (SAMA)|2013|II|Coliformes Termotolerantes|49|1000
SAMA|RSala3 (SAMA)|2013|II|Coliformes Termotolerantes|7.8|1000
SAMA|RSama2|2013|II|Coliformes Termotolerantes|49|1000
SAMA|RSama3|2013|II|Coliformes Termotolerantes|23|1000
SAMA|RSama5|2013|II|Coliformes Termotolerantes|130|1000
SAMA|RTala1|2013|II|Coliformes Termotolerantes|170|1000
SAMA|RTara1|2013|II|Coliformes Termotolerantes|17|1000
SAMA|RSama2|2013|III|Aceites y Grasas|5|5
SAMA|RSama2|2013|III|Amoniaco-N|0.11|NA
SAMA|RSama3|2013|III|Amoniaco-N|0.03|NA
SAMA|RSama5|2013|III|Amoniaco-N|0.02|NA
SAMA|QKovi1|2013|III|Conductividad|216.6|1000
SAMA|RArum1|2013|III|Conductividad|2167|2500
SAMA|RPist1|2013|III|Conductividad|498.7|2500
SAMA|RSala2 (SAMA)|2013|III|Conductividad|2660|2500
SAMA|RSama2|2013|III|Conductividad|1757|2500
SAMA|RSama3|2013|III|Conductividad|2005|2500
SAMA|RSama5|2013|III|Conductividad|5210|2500
SAMA|RTala1|2013|III|Conductividad|1152|2500
SAMA|RTara1|2013|III|Conductividad|735.2|2500
SAMA|RTica2|2013|III|Conductividad|222.2|1000
SAMA|QKovi1|2013|III|Demanda Bioquímica de Oxígeno (DBO5)|8|10
SAMA|RPist1|2013|III|Demanda Bioquímica de Oxígeno (DBO5)|1|15
SAMA|RSama2|2013|III|Demanda Bioquímica de Oxígeno (DBO5)|5|15
SAMA|RTala1|2013|III|Demanda Bioquímica de Oxígeno (DBO5)|5|15
SAMA|RTica2|2013|III|Demanda Bioquímica de Oxígeno (DBO5)|8|10
SAMA|QKovi1|2013|III|Demanda Química de Oxígeno (DQO)|12|NA
SAMA|RArum1|2013|III|Demanda Química de Oxígeno (DQO)|16|40
SAMA|RPist1|2013|III|Demanda Química de Oxígeno (DQO)|32|40
SAMA|RSala2 (SAMA)|2013|III|Demanda Química de Oxígeno (DQO)|16|40
SAMA|RSama2|2013|III|Demanda Química de Oxígeno (DQO)|16|40
SAMA|RTala1|2013|III|Demanda Química de Oxígeno (DQO)|16|40
SAMA|RTara1|2013|III|Demanda Química de Oxígeno (DQO)|8|40
SAMA|RTica2|2013|III|Demanda Química de Oxígeno (DQO)|20|NA
SAMA|QKovi1|2013|III|Fosfatos|0.67|NA
SAMA|RArum1|2013|III|Fosfatos|0.081|NA
SAMA|RPist1|2013|III|Fosfatos|0.692|NA
SAMA|RSala2 (SAMA)|2013|III|Fosfatos|1.631|NA
SAMA|RSama2|2013|III|Fosfatos|0.523|NA
SAMA|RSama3|2013|III|Fosfatos|0.84|NA
SAMA|RSama5|2013|III|Fosfatos|0.535|NA
SAMA|RTala1|2013|III|Fosfatos|0.156|NA
SAMA|RTara1|2013|III|Fosfatos|0.074|NA
SAMA|RTica2|2013|III|Fosfatos|0.618|NA
SAMA|QKovi1|2013|III|Fósforo Total|0.0768|0.05
SAMA|RArum1|2013|III|Fósforo Total|0.034|NA
SAMA|RPist1|2013|III|Fósforo Total|0.1365|NA
SAMA|RSala2 (SAMA)|2013|III|Fósforo Total|0.1119|NA
SAMA|RSama2|2013|III|Fósforo Total|0.0947|NA
SAMA|RSama3|2013|III|Fósforo Total|0.0746|NA
SAMA|RSama5|2013|III|Fósforo Total|0.0259|NA
SAMA|RTala1|2013|III|Fósforo Total|0.0679|NA
SAMA|RTara1|2013|III|Fósforo Total|0.0414|NA
SAMA|RTica2|2013|III|Fósforo Total|0.0945|0.05
SAMA|QKovi1|2013|III|Nitratos-N|0.09|NA
SAMA|RArum1|2013|III|Nitratos-N|0.58|NA
SAMA|RPist1|2013|III|Nitratos-N|0.34|NA
SAMA|RSala2 (SAMA)|2013|III|Nitratos-N|0.79|NA
SAMA|RSama2|2013|III|Nitratos-N|0.23|NA
SAMA|RSama3|2013|III|Nitratos-N|0.38|NA
SAMA|RSama5|2013|III|Nitratos-N|0.28|NA
SAMA|RTala1|2013|III|Nitratos-N|0.08|NA
SAMA|RTara1|2013|III|Nitratos-N|0.26|NA
SAMA|RTica2|2013|III|Nitratos-N|0.08|NA
SAMA|QKovi1|2013|III|Oxígeno Disuelto|5.62|5
SAMA|RArum1|2013|III|Oxígeno Disuelto|8.12|4
SAMA|RPist1|2013|III|Oxígeno Disuelto|9.47|4
SAMA|RSala2 (SAMA)|2013|III|Oxígeno Disuelto|8.81|4
SAMA|RSama2|2013|III|Oxígeno Disuelto|9.27|4
SAMA|RSama3|2013|III|Oxígeno Disuelto|8.7|4
SAMA|RSama5|2013|III|Oxígeno Disuelto|8.79|4
SAMA|RTala1|2013|III|Oxígeno Disuelto|8.8|4
SAMA|RTara1|2013|III|Oxígeno Disuelto|7.9|4
SAMA|RTica2|2013|III|Oxígeno Disuelto|7.15|5
SAMA|QKovi1|2013|III|pH|7.84|NA
SAMA|RArum1|2013|III|pH|8.09|NA
SAMA|RPist1|2013|III|pH|9.06|NA
SAMA|RSala2 (SAMA)|2013|III|pH|8.53|NA
SAMA|RSama2|2013|III|pH|8.51|NA
SAMA|RSama3|2013|III|pH|8.54|NA
SAMA|RSama5|2013|III|pH|8.52|NA
SAMA|RTala1|2013|III|pH|8.71|NA
SAMA|RTara1|2013|III|pH|8.73|NA
SAMA|RTica2|2013|III|pH|7.36|NA
SAMA|QKovi1|2013|III|Temperatura|10.51|NA
SAMA|RArum1|2013|III|Temperatura|20.48|NA
SAMA|RPist1|2013|III|Temperatura|17.07|NA
SAMA|RSala2 (SAMA)|2013|III|Temperatura|20.5|NA
SAMA|RSama2|2013|III|Temperatura|21.13|NA
SAMA|RSama3|2013|III|Temperatura|25.71|NA
SAMA|RSama5|2013|III|Temperatura|26.76|NA
SAMA|RTala1|2013|III|Temperatura|20.79|NA
SAMA|RTara1|2013|III|Temperatura|17.2|NA
SAMA|RTica2|2013|III|Temperatura|13.16|NA
SAMA|QKovi1|2013|III|Aluminio|0.0458|NA
SAMA|RArum1|2013|III|Aluminio|1.2593|5
SAMA|RPist1|2013|III|Aluminio|0.7265|5
SAMA|RSala2 (SAMA)|2013|III|Aluminio|0.114|5
SAMA|RSama2|2013|III|Aluminio|0.362|5
SAMA|RSama3|2013|III|Aluminio|0.2799|5
SAMA|RSama5|2013|III|Aluminio|0.0107|5
SAMA|RTala1|2013|III|Aluminio|0.7045|5
SAMA|RTara1|2013|III|Aluminio|0.0824|5
SAMA|RTica2|2013|III|Aluminio|0.7925|NA
SAMA|QKovi1|2013|III|Antimonio|9.4e-4|0.64
SAMA|RArum1|2013|III|Antimonio|1.7e-4|NA
SAMA|RPist1|2013|III|Antimonio|0.00107|NA
SAMA|RSala2 (SAMA)|2013|III|Antimonio|0.0192|NA
SAMA|RSama2|2013|III|Antimonio|0.00647|NA
SAMA|RSama3|2013|III|Antimonio|0.00572|NA
SAMA|RSama5|2013|III|Antimonio|0.00145|NA
SAMA|RTala1|2013|III|Antimonio|6.1e-4|NA
SAMA|RTara1|2013|III|Antimonio|0.00581|NA
SAMA|RTica2|2013|III|Antimonio|6.3e-4|0.64
SAMA|QKovi1|2013|III|Arsénico|0.0264|0.15
SAMA|RArum1|2013|III|Arsénico|0.0036|0.1
SAMA|RPist1|2013|III|Arsénico|0.0489|0.1
SAMA|RSala2 (SAMA)|2013|III|Arsénico|1|0.1
SAMA|RSama2|2013|III|Arsénico|0.3066|0.1
SAMA|RSama3|2013|III|Arsénico|0.2955|0.1
SAMA|RSama5|2013|III|Arsénico|0.0585|0.1
SAMA|RTala1|2013|III|Arsénico|0.0343|0.1
SAMA|RTara1|2013|III|Arsénico|0.0356|0.1
SAMA|RTica2|2013|III|Arsénico|0.0393|0.15
SAMA|QKovi1|2013|III|Bario|0.0135|0.7
SAMA|RArum1|2013|III|Bario|0.0195|0.7
SAMA|RPist1|2013|III|Bario|0.0282|0.7
SAMA|RSala2 (SAMA)|2013|III|Bario|0.0425|0.7
SAMA|RSama2|2013|III|Bario|0.031|0.7
